OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10
240,Thur,0,Leicht-Moraen-G3,,0,3,B,1200,0.89,0,LFS-LFS-SCL,250,1.1,0.29,281,4.7,18,46,36,1,0.12,0.17,1,600,1.2,0.16,11.9,0.6,20,50,30,1,0.12,0.17,0,1200,1.5,0.13,14.2,0.05,18,51,31,1,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Thur,0,Leicht-Moraen-G4,,0,3,B,900,0.89,0,LFS-LFS-SCL,250,1.1,0.29,280,4.7,18,46,36,1,0.12,0.17,1,600,1.2,0.16,12,0.6,20,50,30,1,0.12,0.17,0,900,1.5,0.13,14.2,0.05,18,51,31,1,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Thur,0,Ausserhalb-EG,,0,1,B,2032,0.89,0,LFS-LFS-SCL,2032,1.1,0.13,0.26,0.05,25,35,40,5,0.12,0.17,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Thur,0,Braun-pseudgley,,0,4,C,1200,0.89,0,LFS-LFS-SCL,250,1.1,0.26,19,2.6,30.4,34.9,34.7,1.1,0.12,0.17,1,600,1.4,0.16,1.9,0.7,32.8,36.8,30.4,1.2,0.17,0.17,0,900,1.5,0.13,9,0.1,33.7,36.7,29.6,1.3,0.12,0.24,0,1200,1.3,0.12,0.34,0.05,27.5,40.5,32,1.4,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Thur,0,sauere-Braunerde,,0,4,C,1500,0.89,0,LFS-LFS-SCL,250,1.2,0.23,27.3,2.4,25.8,33,41.2,2.7,0.12,0.17,1,600,1.4,0.13,13.1,0.7,24.8,31,44.2,3.6,0.17,0.17,0,900,1.1,0.12,15,0.3,26.5,31.5,42,4.1,0.17,0.24,0,1500,1.48,0.15,30.1,0.15,28,33,39,2.9,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Thur,0,NoData,,0,3,A,1100,0.89,0,LFS-LFS-SCL,250,1.1,0.24,53.1,2.6,25.7,31.1,43.2,3.7,0.12,0.17,1,600,1.2,0.13,5.1,0.6,27.7,30.2,42.1,6.1,0.12,0.17,0,1100,1.2,0.15,3.6,0.3,28.9,37.8,33.3,4.7,0.17,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Thur,0,mountain,,0,1,D,100,0.89,0.5,LFS-LFS-SCL,150.4,2,0.13,218,0.1,5,5,90,30,0.13,0.17,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,,0,Sample-0,,,4,A,2032,0.5,0.5,LFS-LFS-S,152,1.5,0.13,2180,0.7,7.5,6.6,85.9,1.4,1.06,0.17,1,686,1.5,0.11,126,0.2,7.5,6.6,85.9,1.4,0.17,0.17,0,1397,1,0,11,0,24,18,58,1,0,0,0,2032,1,0,10,0,25,18,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,,1,Af14-3c-1,,,2,C,750,0.5,0.5,CLAY-LOAM,300,1.2,0.14,13.87,1.6,38,26,36,0,0.02,0.25,0,1000,1.3,0.14,8.84,0.6,45,25,30,0,0.15,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,,2,Af17-1-2a-2,,,2,C,910,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.14,20.35,1,21,19,60,0,0.07,0.26,0,1000,1.5,0.14,4.81,0.3,31,20,50,0,0.27,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,,3,Af32-2ab-3,,,2,D,910,0.5,0.5,SANDY-CLAY-LOAM,300,1.4,0.15,5.96,1,27,27,46,0,0.07,0.23,0,1000,1.4,0.15,4.92,0.4,39,26,35,0,0.22,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,,4,Ao39-2b-4,,,2,C,1000,0.5,0.5,LOAM,300,1.3,0.17,9.92,2.7,22,31,46,0,2.70E-03,0.27,0,1000,1.3,0.17,8.69,1.2,29,26,44,0,0.04,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,,5,Ao41-2bc-5,,,2,C,960,0.5,0.5,LOAM,300,1.3,0.17,11.48,2.5,22,29,49,0,3.90E-03,0.27,0,1000,1.3,0.17,9.37,0.9,28,25,46,0,0.08,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,,6,Ao63-3b-6,,,2,C,1000,0.5,0.5,CLAY,300,1.2,0.17,13.58,2,41,33,26,0,0.01,0.27,0,1000,1.2,0.17,14.11,1,45,29,26,0,0.07,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,,7,Bc8-2b-7,,,2,C,820,0.5,0.5,LOAM,300,1.2,0.14,17.22,1.2,22,29,49,0,0.04,0.26,0,1000,1.3,0.14,8.23,0.6,29,28,43,0,0.15,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,,8,Bc9-2b-8,,,2,C,1000,0.5,0.5,CLAY-LOAM,300,1.3,0.16,8.52,1,32,26,43,0,0.07,0.24,0,1000,1.4,0.16,5.11,0.5,38,24,37,0,0.18,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,,9,Bd30-2-3c-9,,,2,C,560,0.5,0.5,CLAY-LOAM,300,1.1,0.09,20.22,2.3,28,31,41,0,5.80E-03,0.25,0,1000,1.2,0.09,12.93,0.7,33,26,40,0,0.12,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,,11,Bd31-2c-11,,,2,B,370,0.5,0.5,LOAM,300,0.7,0.05,135.58,4.4,22,38,40,0,1.00E-04,0.25,0,1000,0.9,0.05,67.2,1.4,19,27,54,0,0.03,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,,16,Be45-2a-16,,,2,C,980,0.5,0.5,LOAM,300,1.2,0.18,14.31,3,21,39,40,0,1.50E-03,0.27,0,1000,1.1,0.18,21.98,1.7,23,36,40,0,0.01,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,,17,Be47-2a-17,,,2,C,1000,0.5,0.5,CLAY-LOAM,300,1.2,0.15,12.23,1.1,33,33,34,0,0.05,0.25,0,1000,1.2,0.15,12.52,0.5,35,32,32,0,0.18,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,,18,Be48-3c-18,,,2,C,440,0.5,0.5,CLAY,300,1.1,0.06,22.24,0.7,48,31,20,0,0.12,0.27,0,1000,1.2,0.06,13.34,0.3,48,30,21,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,,20,Be49-3c-20,,,2,C,760,0.5,0.5,CLAY,300,1.2,0.09,13.68,1,40,31,29,0,0.07,0.26,0,1000,1.3,0.09,0.1,0.4,43,29,26,0,0.22,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,,21,Be50-2-3c-21,,,2,C,820,0.5,0.5,CLAY-LOAM,300,1.2,0.08,12.73,0.9,36,32,32,0,0.08,0.26,0,1000,1.3,0.08,7.68,0.4,39,32,29,0,0.22,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,,22,Be51-2a-22,,,2,D,1000,0.5,0.5,CLAY-LOAM,300,1.4,0.16,4.12,1.1,35,36,30,0,0.05,0.26,0,1000,1.3,0.16,7.03,0.5,35,36,28,0,0.18,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,,24,Be8-3c-24,,,2,C,850,0.5,0.5,CLAY,300,1.2,0.1,13.87,0.7,40,29,31,0,0.12,0.25,0,1000,1.3,0.1,8.44,0.4,44,28,27,0,0.22,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,,26,Be9-3c-26,,,2,C,930,0.5,0.5,CLAY,300,1.1,0.17,23.56,0.7,43,28,29,0,0.12,0.26,0,1000,1.3,0.17,8.46,0.4,46,28,26,0,0.22,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,,27,Bh11-1b-27,,,2,B,1000,0.5,0.5,SANDY-LOAM,300,1.1,0.12,84.47,1,13,9,78,0,0.07,0.26,0,1000,1.2,0.12,59.21,0.3,16,7,76,0,0.27,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,,31,Bh12-3c-31,,,2,C,580,0.5,0.5,CLAY-LOAM,300,1.1,0.08,22.04,2.8,36,26,37,0,2.20E-03,0.26,0,1000,1.2,0.08,13.23,1,37,29,35,0,0.07,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,,32,Bh13-2-3c-32,,,2,C,820,0.5,0.5,CLAY-LOAM,300,1,0.15,35.12,3.5,31,34,34,0,6.00E-04,0.26,0,1000,1.1,0.15,20.52,1.5,32,30,38,0,0.02,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,,34,Bh4-2c-34,,,2,C,230,0.5,0.5,LOAM,300,1,0.03,39.94,3.9,24,42,34,0,3.00E-04,0.26,0,1000,1.2,0.03,12.96,1.9,27,30,43,0,0.01,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,,35,Bk24-2bc-35,,,2,D,660,0.5,0.5,LOAM,300,1.3,0.1,7.78,1.1,25,40,36,0,0.05,0.26,0,1000,1.4,0.1,0.1,0.5,29,36,33,0,0.18,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,,36,D-SS-36,,,2,D,1000,0.5,0.5,CLAY-LOAM,300,1.4,0.12,4.44,0.7,37,30,33,0,0.12,0.22,0,1000,1.5,0.12,2.99,0.4,44,28,28,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,,37,Fo2-2ab-37,,,2,C,1000,0.5,0.5,SANDY-LOAM,300,1.3,0.09,37.25,1.1,20,7,74,0,0.05,0.21,0,1000,1.3,0.09,27.4,0.2,26,7,68,0,0.33,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,,38,Fo21-2ab-38,,,2,C,810,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.14,16.27,1.2,23,21,56,0,0.04,0.22,0,1000,1.3,0.14,11.66,0.2,31,19,50,0,0.33,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,,39,Fo28-3ab-39,,,2,C,1000,0.5,0.5,CLAY,300,1.2,0.17,13.87,2.3,40,29,31,0,5.80E-03,0.21,0,1000,1.1,0.17,0.1,0.7,45,22,31,0,0.12,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,,41,Fo32-1a-41,,,2,C,1000,0.5,0.5,SANDY-LOAM,300,1.4,0.1,17.33,1,19,16,64,0,0.07,0.22,0,1000,1.5,0.1,8.34,0.4,26,15,60,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,,42,Fo48-2ab-42,,,2,C,1000,0.5,0.5,SANDY-CLAY-LOAM,300,1.4,0.17,8.49,1.2,26,22,52,0,0.04,0.19,0,1000,1.3,0.17,9.67,0.3,35,22,44,0,0.27,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,,44,Fo8-2ab-44,,,2,C,1000,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.11,23.71,1.2,25,11,64,0,0.04,0.21,0,1000,1.3,0.11,14.02,0.3,37,11,52,0,0.27,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,,45,Fp7-2ab-45,,,2,D,1000,0.5,0.5,LOAM,300,1.5,0.11,5.94,0.9,19,31,50,0,0.08,0.2,0,1000,1.3,0.11,7.42,0.3,32,29,39,0,0.27,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,,47,Fp8-2ab-47,,,2,D,910,0.5,0.5,LOAM,300,1.4,0.12,6.41,1.2,19,37,43,0,0.04,0.24,0,1000,1.4,0.12,4.43,0.5,28,33,39,0,0.18,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,,48,Fp9-3a-48,,,2,C,720,0.5,0.5,CLAY,300,1.2,0.12,14.41,1.3,42,25,32,0,0.03,0.2,0,1000,1.3,0.12,8.54,0.6,49,24,26,0,0.15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,,50,Fr2-2-3b-50,,,2,C,570,0.5,0.5,CLAY-LOAM,300,1.3,0.09,8.89,1.3,32,25,44,0,0.03,0.22,0,1000,1.3,0.09,0.1,0.6,36,23,39,0,0.15,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
