OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10
4219,,5598,Lf12-3c-5598,,,2,C,740,0.5,0.5,CLAY-LOAM,300,1.2,0.08,14.21,0.7,39,25,36,0,0.12,0.25,0,1000,1.4,0.08,5.61,0.6,47,23,30,0,0.15,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220,,5599,Lf13-2a-5599,,,2,C,820,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.14,14.64,1,23,23,54,0,0.07,0.26,0,1000,1.4,0.14,5.83,0.4,38,21,40,0,0.22,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221,,5600,Lf14-2-3a-5600,,,2,D,1000,0.5,0.5,CLAY-LOAM,300,1.3,0.17,7.9,1.7,29,29,42,0,0.01,0.26,0,1000,1.5,0.17,3.19,0.7,42,24,34,0,0.12,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222,,5601,Lf16-3b-5601,,,2,C,810,0.5,0.5,CLAY-LOAM,300,1.3,0.08,8.71,0.6,39,24,37,0,0.15,0.24,0,1000,1.6,0.08,2.22,0.5,50,22,28,0,0.18,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223,,5602,Lf2-2a-5602,,,2,C,820,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.09,18.57,0.8,24,18,59,0,0.1,0.24,0,1000,1.4,0.09,7.32,0.4,36,17,47,0,0.22,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224,,5603,Lf21-3b-5603,,,2,D,1000,0.5,0.5,CLAY,300,1.4,0.17,5.89,1,40,21,39,0,0.07,0.24,0,1000,1.5,0.17,3.72,0.6,50,19,30,0,0.15,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225,,5604,Lf22-3b-5604,,,2,C,910,0.5,0.5,CLAY-LOAM,300,1.3,0.16,9.15,0.9,34,23,43,0,0.08,0.23,0,1000,1.4,0.16,5.9,0.4,46,21,34,0,0.22,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4226,,5605,Lf23-2-3a-5605,,,2,C,910,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.12,10.75,0.8,31,20,48,0,0.1,0.23,0,1000,1.5,0.12,3.98,0.4,43,19,39,0,0.22,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,,5606,Lf3-3b-5606,,,2,C,910,0.5,0.5,CLAY,300,1.3,0.16,10.5,0.9,40,18,42,0,0.08,0.22,0,1000,1.5,0.16,3.94,0.4,50,17,33,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4228,,5607,Lf4-3b-5607,,,2,C,910,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.15,11.87,1.2,33,18,50,0,0.04,0.23,0,1000,1.4,0.15,7.32,0.6,39,16,45,0,0.15,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4229,,5608,Lf5-2b-5608,,,2,C,1000,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.17,20.73,0.7,24,15,61,0,0.12,0.23,0,1000,1.4,0.17,7.8,0.3,39,15,47,0,0.27,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4230,,5609,Lf5-2b-5609,,,2,C,1000,0.5,0.5,SANDY-CLAY-LOAM,300,1.3,0.11,20.73,0.7,24,15,61,0,0.12,0.23,0,1000,1.4,0.11,7.8,0.3,39,15,47,0,0.27,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4231,,5610,Lf6-2b-5610,,,2,C,790,0.5,0.5,LOAM,300,1.3,0.13,10.13,0.9,23,30,47,0,0.08,0.25,0,1000,1.4,0.13,4.68,0.4,37,27,36,0,0.22,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4232,,5611,Lf9-3b-5611,,,2,D,1000,0.5,0.5,CLAY-LOAM,300,1.5,0.17,3.4,1,34,24,43,0,0.07,0.25,0,1000,1.6,0.17,2.19,0.5,45,21,34,0,0.18,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4233,,5612,Lo4-3a-5612,,,2,D,1000,0.5,0.5,CLAY-LOAM,300,1.3,0.17,7.27,0.8,34,32,35,0,0.1,0.3,0,1000,1.6,0.17,0.1,0.5,50,21,27,0,0.18,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4234,,5613,Lp1-2a-5613,,,2,D,1000,0.5,0.5,SANDY-CLAY-LOAM,300,1.6,0.17,5.2,1,23,18,59,0,0.07,0.28,0,1000,1.5,0.17,4.7,0.5,34,18,49,0,0.18,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4235,,5614,Nd1-3b-5614,,,2,C,1000,0.5,0.5,HEAVY-CLAY,300,1.1,0.17,16.36,1.6,61,23,16,0,0.02,0.28,0,1000,1.1,0.17,13.13,0.5,70,16,13,0,0.18,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,,5616,Nd3-3b-5616,,,2,C,720,0.5,0.5,CLAY,300,1.1,0.12,21.88,1.4,50,27,23,0,0.03,0.27,0,1000,1.2,0.12,10.99,0.5,59,21,19,0,0.18,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4237,,5618,Ne1-3b-5618,,,2,C,1000,0.5,0.5,CLAY,300,1.2,0.17,11.28,1.3,56,28,16,0,0.03,0.24,0,1000,1,0.17,17.18,0.5,75,18,8,0,0.18,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238,,5619,Ne11-3c-5619,,,2,C,870,0.5,0.5,CLAY-LOAM,300,1.3,0.16,9.15,1.1,34,23,43,0,0.05,0.23,0,1000,1.3,0.16,9.35,0.4,48,20,32,0,0.22,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4239,,5620,Ne2-3b-5620,,,2,C,1000,0.5,0.5,CLAY,300,1.3,0.16,9.82,1.2,42,20,39,0,0.04,0.22,0,1000,1.1,0.16,18.59,0.4,57,14,30,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4240,,5621,Ne3-3b-5621,,,2,C,820,0.5,0.5,CLAY,300,1.2,0.14,14.37,1.3,43,26,31,0,0.03,0.23,0,1000,1.1,0.14,17.55,0.4,59,19,23,0,0.22,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4241,,5622,Ne4-3b-5622,,,2,C,1000,0.5,0.5,CLAY,300,1.2,0.17,13.91,1.2,49,23,28,0,0.04,0.23,0,1000,1.1,0.17,14.87,0.5,65,17,18,0,0.18,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4242,,5623,Ne5-3b-5623,,,2,D,820,0.5,0.5,CLAY,300,1.3,0.14,8.38,1.3,43,29,28,0,0.03,0.25,0,1000,1.2,0.14,11.35,0.5,58,22,20,0,0.18,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4243,,5624,Ne5-3c-5624,,,2,D,750,0.5,0.5,CLAY,300,1.3,0.14,8.38,1.3,43,29,28,0,0.03,0.25,0,1000,1.2,0.14,11.35,0.5,58,22,20,0,0.18,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,,5625,O4-a-5625,,,2,B,1000,0.5,0.5,LOAM,300,0.8,0,93.52,15.4,25,38,37,0,0,0.11,0,1000,1,0,37.03,15.5,29,39,33,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245,,5626,Qa1-1a-5626,,,2,C,1000,0.5,0.5,SANDY-LOAM,300,1.3,0.13,33.93,2.3,13,20,67,0,5.80E-03,0.25,0,1000,1.4,0.13,24.34,0.9,15,16,69,0,0.08,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246,,5627,Qa2-1a-5627,,,2,B,1000,0.5,0.5,LOAMY-SAND,300,1.2,0.12,114.32,1.6,7,10,83,0,0.02,0.18,0,1000,1.4,0.12,105.8,0.7,7,7,86,0,0.12,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4247,,5628,Qa3-1a-5628,,,2,C,1000,0.5,0.5,SANDY-LOAM,300,1.5,0.13,18.8,1.4,12,19,69,0,0.03,0.28,0,1000,1.5,0.13,18.18,0.3,14,15,70,0,0.27,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4248,,5629,Qa4-1a-5629,,,2,B,1000,0.5,0.5,LOAMY-SAND,300,1.2,0.13,105.09,1.1,9,8,83,0,0.05,0.25,0,1000,1.4,0.13,70.7,0.3,10,6,83,0,0.27,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4249,,5631,Qf1-1a-5631,,,2,B,1000,0.5,0.5,SAND,300,1.5,0.12,194.31,0.3,5,3,92,0,0.27,0.26,0,1000,1.6,0.12,167.03,0.2,5,3,93,0,0.33,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4250,,5632,Qf1-1a-5632,,,2,B,1000,0.5,0.5,SAND,300,1.5,0.04,194.31,0.3,5,3,92,0,0.27,0.26,0,1000,1.6,0.04,167.03,0.2,5,3,93,0,0.33,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,,5633,Qf11-1a-5633,,,2,C,1000,0.5,0.5,SANDY-LOAM,300,1.4,0.14,26.68,1,15,15,71,0,0.07,0.25,0,1000,1.5,0.14,11.12,0.4,22,14,65,0,0.22,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4252,,5634,Qf12-1a-5634,,,2,C,810,0.5,0.5,SANDY-LOAM,300,1.3,0.11,39.99,0.5,13,16,71,0,0.18,0.26,0,1000,1.5,0.11,14.72,0.2,17,15,68,0,0.33,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4253,,5635,Qf13-1a-5635,,,2,C,960,0.5,0.5,SANDY-LOAM,300,1.5,0.15,10.44,0.6,19,19,62,0,0.15,0.26,0,1000,1.5,0.15,6.5,0.3,26,19,55,0,0.27,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4254,,5636,Qf14-1a-5636,,,2,C,910,0.5,0.5,SANDY-LOAM,300,1.4,0.14,19.4,0.7,18,16,66,0,0.12,0.25,0,1000,1.5,0.14,6.85,0.3,28,16,56,0,0.27,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,,5637,Qf14-1a-5637,,,2,C,910,0.5,0.5,SANDY-LOAM,300,1.4,0.11,19.4,0.7,18,16,66,0,0.12,0.25,0,1000,1.5,0.11,6.85,0.3,28,16,56,0,0.27,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,,5638,Qf15-1b-5638,,,2,C,1000,0.5,0.5,LOAMY-SAND,300,1.5,0.14,40.76,0.7,10,10,80,0,0.12,0.27,0,1000,1.5,0.14,30.17,0.4,13,10,78,0,0.22,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,,5639,Qf16-1a-5639,,,2,C,910,0.5,0.5,SANDY-LOAM,300,1.4,0.13,32.22,0.9,14,12,74,0,0.08,0.25,0,1000,1.5,0.13,15.17,0.3,19,12,70,0,0.27,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4258,,5640,Qf2-1a-5640,,,2,C,1000,0.5,0.5,SANDY-LOAM,300,1.4,0.13,34.26,1,11,16,73,0,0.07,0.27,0,1000,1.6,0.13,14.21,0.4,14,13,73,0,0.22,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,,5641,Qf3-1a-5641,,,2,C,1000,0.5,0.5,LOAMY-SAND,300,1.4,0.14,72.15,0.7,11,5,84,0,0.12,0.24,0,1000,1.5,0.14,38.91,0.2,14,5,82,0,0.33,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4260,,5642,Qf3-1a-5642,,,2,C,1000,0.5,0.5,LOAMY-SAND,300,1.4,0.14,72.15,0.7,11,5,84,0,0.12,0.24,0,1000,1.5,0.14,38.91,0.2,14,5,82,0,0.33,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
